OBJECTID,PROJECT_ID,FISCAL_YEAR,CONSTRUCTION_YEAR,CONCEPT_CODE,CONCEPT_DESCRIPTION,WORK_CONCEPT,SUB_PROGRAM_CODE,SUB_PROGRAM_DESCRIPTION,ROUTE_TYPE,ROUTE_NAME,ROUTE,COUNTY,TITLE,LIMITS,MILES,REGION,CONSTRUCTION_COST_RANGE_WD,LAST_REFRESH_DATE,WORK_DESCRIPTION,ASSEMBLY_DISTRICT_NUMBERS,CONGRESSIONAL_DISTRICT_NUMBERS,SENATE_DISTRICT_NUMBERS
202326,81200770,2022,2022,RSRF20,RESURFACING (OVERLAY >= 2.5 INCHES AND < 4 INCHES),CONSTRUCTION/RESURFACING,303,STATE HIGHWAY REHABILITATION                                               ,WIS,048,WIS 048,BARRON                        ,MCKINLEY - RICE LAKE,STH 25 TO WEST AVENUE,3.85,NW,"$2,000,000 - $2,999,999",2021/07/24 08:34:36+00,"This project consists of milling and overlaying the existing pavement, along with all incidentals necessary.",75,7,25
202328,11002071,2025,2025 - 2026,RSRF25,RESURF (OVERLAY >= 4 IN DOES NOT INCREASE PROFILE),CONST/RESURFACE/PHASE II,303,STATE HIGHWAY REHABILITATION                                               ,I-,041,I-041,MILWAUKEE                     ,IH 41 ZOO FREEWAY,CAPITOL DR TO SILVER SPRING DR,1.91,SE,"$20,000,000 - $24,999,999",2021/07/24 08:34:36+00,Resurface roadway.,"14,22","4,5","8,5"
202330,15350773,2024,2024,PVRPLA,PAVEMENT REPLACEMENT,CONSTRUCTION/PAVEMENT REPLACEMENT,303,STATE HIGHWAY REHABILITATION                                               ,US,010,US 010,TREMPEALEAU                   ,MONDOVI - OSSEO,NELSON RD TO IH 94 EB RAMPS,1.31,NW,"$3,000,000 - $3,999,999",2021/07/24 08:34:36+00,"This project consists of removing and replacing the existing pavement, adding a concrete overlay bridge B-61-0282, replacing municipal water/sanitary utilities, and all incidentals necessary.",68,3,23
202331,23000870,2023,2023,RSRF20,RESURFACING (OVERLAY >= 2.5 INCHES AND < 4 INCHES),CONST/RESURFACE,303,STATE HIGHWAY REHABILITATION                                               ,WIS,167,WIS 167,WASHINGTON                    ,HOLY HILL RD,STH 164 TO STH 175,3.371,SE,"$3,000,000 - $3,999,999",2021/07/24 08:34:36+00,"STH 167, STH 164 TO STH 175 (Resurface)",58,5,20
202332,15800070,2025,2024,BRRPL ,"BRIDGE REPLACEMENT, PRESERVATION",CONSTRUCTION/BRIDGE REPLACEMENT,303,STATE HIGHWAY REHABILITATION                                               ,US,008,US 008,RUSK                          ,CAMERON - LADYSMITH,LITTLE SOFT MAPLE CR BRG B-54-0131,0.002,NW,"$1,000,000 - $1,999,999",2021/07/24 08:34:36+00,This project consists of a bridge replacement of the existing B-54-0408 bridge along with all incidentals necessary.,87,7,29
202333,10110175,2026 - 2027,2025 - 2026,PVRPLA,PAVEMENT REPLACEMENT,CONS/RPL CNTR-OUTSD NB LANES/PVRPLA,303,STATE HIGHWAY REHABILITATION                                               ,I-,039,I-039,DANE                          ,MADISON - PORTAGE,"CTH V TO 0.4 MI N OF CTH I, NB RDWY",1.016,SW,"$1,000,000 - $1,999,999",2021/07/24 08:34:36+00,Repair the concrete pavement in both roadways.,79,2,27
202334,68310070,2022,2022,BRRPL ,"BRIDGE REPLACEMENT, PRESERVATION",CONST/REPLACEMENT,205,HIGHWAY AND LOCAL BRIDGE IMPROVEMENT ASSISTANCE                            ,County,BB ,County BB ,WAUPACA                       ,STH 22 - CTH B,LITTLE WOLF RIVER BRIDGE B-68-0147,0,NC,"$750,000 - $999,999",2021/07/24 08:34:36+00,,40,8,14
202335,86200075,2026 - 2027,2025 - 2026,RSRF20,RESURFACING (OVERLAY >= 2.5 INCHES AND < 4 INCHES),CONSTRUCTION/RESURFACE,303,STATE HIGHWAY REHABILITATION                                               ,WIS,040,WIS 040,DUNN                          ,ELK MOUND - BLOOMER,USH 12 TO CTH M,9.078,NW,"$5,000,000 - $5,999,999",2021/07/24 08:34:36+00,Pavement resurfacing on STH 40.,67,3,23
202336,66300070,2024,2024,RSRF30,RESURFACING (OVERLAY >= 4 INCHES),CONST/ MILL AND OVERLAY,303,STATE HIGHWAY REHABILITATION                                               ,WIS,044,WIS 044,COLUMBIA                      ,PARDEEVILLE - MANCHESTER,STH 33 TO CTH HH,6.16,SW,"$2,000,000 - $2,999,999",2021/07/24 08:34:36+00,Maintenance Resurfacing Project,42,6,14
202337,62200176,2024,2024,RSRF10,RESURFACING (OVERLAY < 2.5 INCHES),CONST/RESURFACE,303,STATE HIGHWAY REHABILITATION                                               ,WIS,022,WIS 022,WAUPACA                       ,CITY OF WAUPACA,USH 10 RAMPS TO WCL RR BRIDGE,1.8,NC,"$750,000 - $999,999",2021/07/24 08:34:36+00,Complete a 2 inch mill and overlay to extend the service life of the existing pavement.,40,8,14
202341,69970470,2024,2024,RECST ,"RECONSTRUCTION, PRESERVATION",CONST/RECONSTRUCT,206,LOCAL TRANSPORTATION FACILITY IMPROVEMENT ASSISTANCE                       ,LOC,STR,LOC STR,SHAWANO                       ,"C SHAWANO, E FIFTH STREET          ",N MAIN STREET TO N HAMLIN STREET   ,0.361,NC,"$750,000 - $999,999",2021/07/24 08:34:36+00,,6,8,2
202342,38410570,2025,2025 - 2026,RCND20,RECONDITION (IMPROVE CURVE/GRADE/SIGHT/INTERSECT),CONST/RECONDITION,206,LOCAL TRANSPORTATION FACILITY IMPROVEMENT ASSISTANCE                       ,LOC,STR,LOC STR,WALWORTH                      ,C DELAVAN WRIGHT STREET,RACINE ST (STH 11) TO HOBBS DRIVE,0.498,SE,"$1,000,000 - $1,999,999",2021/07/24 08:34:36+00,"WRIGHT ST, RACINE ST (STH 11) TO HOBBS DR (recondition)",32,1,11
202343,89490073,2026 - 2027,2025 - 2026,BRRHB ,BRIDGE REHABILITATION,CONSTR/BRIDGE REHABILITATION,303,STATE HIGHWAY REHABILITATION                                               ,US,012,US 012,ST. CROIX                     ,HUDSON - BALDWIN,CNW RR BRIDGE B-55-0076,0.064,NW,"$1,000,000 - $1,999,999",2021/07/24 08:34:36+00,"This project consists of a bridge rehabilitation, re-decking the B-55-0076 bridge, along with all incidentals necessary.",30,7,10
202344,38310771,2025,2025 - 2026,MISC  ,MISCELLANEOUS,CONST/HSIP,206,LOCAL TRANSPORTATION FACILITY IMPROVEMENT ASSISTANCE                       ,LOC,STR,LOC STR,KENOSHA                       ,C KENOSHA WASHINGTON ROAD,INTERSECTION WITH 30TH AVE,0.006,SE,"$2,000,000 - $2,999,999",2021/07/24 08:34:36+00,"WASHINGTON RD, INTERSECTION WITH 30TH AVE",65,1,22
202345,94910671,2023,2023,RCND20,RECONDITION (IMPROVE CURVE/GRADE/SIGHT/INTERSECT),CONST/RECONDITION,206,LOCAL TRANSPORTATION FACILITY IMPROVEMENT ASSISTANCE                       ,County,K  ,County K  ,MARATHON                      ,WAUSAU - MERRILL                   ,FALCON DRIVE TO LINCOLN COUNTY LINE,7.36,NC,"$1,000,000 - $1,999,999",2021/07/24 08:34:36+00,,"86,35",7,"29,12"
202347,10200081,2025,2025 - 2026,BRPVTV,BRIDGE PREVENTIVE,CONSTRUCTION/BRIDGE DECK SEALING,303,STATE HIGHWAY REHABILITATION                                               ,I-,094,I-094,DUNN                          ,"NW REGION, IH94 BRIDGE DECK SEALING",BRIDGE DECK SEALING (VAR),0,NW,"$250,000 - $499,999",2021/07/24 08:34:36+00,Bridge deck sealing on 133 bridge structures on IH94.,"29,67,68,92,91,30,70,93","3,7","23,10,31,24"
202348,15350774,2024,2024,MISC  ,MISCELLANEOUS,CONST/SANITARY SEWER AND WATER MAIN,303,STATE HIGHWAY REHABILITATION                                               ,US,010,US 010,TREMPEALEAU                   ,MONDOVI - OSSEO,NELSON RD TO IH 94,1.141,NW,"$1,000,000 - $1,999,999",2021/07/24 08:34:36+00,"This project consists of removing and replacing the existing pavement, adding a concrete overlay bridge B-61-0282, replacing municipal water/sanitary utilities, and all incidentals necessary.",68,3,23
202349,40754171,2024,2024,RSRF20,RESURFACING (OVERLAY >= 2.5 INCHES AND < 4 INCHES),CONST/RSRF,303,STATE HIGHWAY REHABILITATION                                               ,WIS,096,WIS 096,OUTAGAMIE                     ,WCL - APPLETON,CLEARY COURT - TOWER VIEW DRIVE,3.03,NE,"$1,000,000 - $1,999,999",2021/07/24 08:34:36+00,Overlay existing roadway.,55,8,19
202351,23501570,2026 - 2027,2025 - 2026,RSRF30,RESURFACING (OVERLAY >= 4 INCHES),CONST/RESURFACE,303,STATE HIGHWAY REHABILITATION                                               ,WIS,032,WIS 032,RACINE                        ,"DOUGLAS AVE, VILLAGE CALEDONIA",4 MILE RD TO E COUNTY LINE RD,4.62,SE,"$3,000,000 - $3,999,999",2021/07/24 08:34:36+00,"STH 32, 4 MILE RD TO E COUNTY LINE RD","21,62",1,"21,7"
202352,15600076,2022,2022,RSRF20,RESURFACING (OVERLAY >= 2.5 INCHES AND < 4 INCHES),CONSTRUCTION/RESURFACE,303,STATE HIGHWAY REHABILITATION                                               ,US,063,US 063,BAYFIELD                      ,DRUMMOND - USH 2,CTH E EAST TO USH 2,8.77,NW,"$4,000,000 - $4,999,999",2021/07/24 08:34:36+00,"This project consists of milling and overlaying the existing pavement, along with all incidentals necessary.",74,7,25
202353,16900462,2026 - 2027,2025 - 2026,RSRF10,RESURFACING (OVERLAY < 2.5 INCHES),CONST/ MILL AND OVERLAY,303,STATE HIGHWAY REHABILITATION                                               ,WIS,069,WIS 069,GREEN                         ,MONROE - NEW GLARUS,BUSHNELL CREEK TO COW PATH LANE,12.568,SW,"$5,000,000 - $5,999,999",2021/07/24 08:34:36+00,Resurfacing,"45,80,51",2,"17,15,27"
202355,72810074,2022,2022,BRRPL ,"BRIDGE REPLACEMENT, PRESERVATION",CONSTRUCTION/BRRPL,205,HIGHWAY AND LOCAL BRIDGE IMPROVEMENT ASSISTANCE                            ,LOC,STR,LOC STR,TREMPEALEAU                   ,"T ETTRICK, HAGESTAD ROAD           ",NF BEAVER CREEK BRIDGE B-61-0246,0.015,NW,"$250,000 - $499,999",2021/07/24 08:34:36+00,Replace existing deteriorated bridge.,92,3,31
202357,62301671,2025,2025 - 2026,RSRF30,RESURFACING (OVERLAY >= 4 INCHES),CONST/RESURF MILL/OVERLAY,303,STATE HIGHWAY REHABILITATION                                               ,WIS,054,WIS 054,OUTAGAMIE                     ,NEW LONDON-SHIOCTON,WCL-PARK AVENUE,9.2,NE,"$7,000,000 - $7,999,999",2021/07/24 08:34:36+00,NEW LONDON-SHIOCTON MILL/OVERLAY,"40,6",8,"14,2"
202358,22651071,2023,2023,BRRHB ,BRIDGE REHABILITATION,CONST/BRIDGE DECK REPLACEMENT,303,STATE HIGHWAY REHABILITATION                                               ,WIS,241,WIS 241,MILWAUKEE                     ,27TH STREET,8 MILE RD TO ELM RD,0.477,SE,"$3,000,000 - $3,999,999",2021/07/24 08:34:36+00,STH 27 (8 MILE RD TO ELM RD) RECONSTRUCT,21,1,"21,28"
202361,27290570,2023,2023,RSRF30,RESURFACING (OVERLAY >= 4 INCHES),CONST/RESURFACE,303,STATE HIGHWAY REHABILITATION                                               ,WIS,181,WIS 181,OZAUKEE                       ,"WAUWATOSA RD, CITY OF CEDARBURG",CTH C TO STH 60,3.027,SE,"$3,000,000 - $3,999,999",2021/07/24 08:34:36+00,"STH 181, CTH C TO STH 60",60,6,20
202362,56160581,2022,2022,BRRPL ,"BRIDGE REPLACEMENT, PRESERVATION",CONST/BRIDGE REPLACEMENT/BRRPL,303,STATE HIGHWAY REHABILITATION                                               ,WIS,133,WIS 133,GRANT                         ,MOUNT HOPE - BOSCOBEL,GREEN RIVER BRIDGE B-22-217,0.166,SW,"$1,000,000 - $1,999,999",2021/07/24 08:34:36+00,Bridge Replacement.,49,3,17
202363,90880571,2022,2022,RCND10,RECONDITION (INTERSECTION/WIDEN/SHOULDER),CONST/RECOND,206,LOCAL TRANSPORTATION FACILITY IMPROVEMENT ASSISTANCE                       ,County,B  ,County B  ,OCONTO                        ,"T SPRUCE, CTH B                    ",CTH M - CTH G                      ,1.5,NE,"$1,000,000 - $1,999,999",2021/07/24 08:34:36+00,,36,8,12
202364,26980373,2024,2024,PSRS40,SHORT TERM OVERLAY (MILL AND OVERLAY),CONST/PSRS40/UTILITY,303,STATE HIGHWAY REHABILITATION                                               ,WIS,020,WIS 020,WALWORTH                      ,EAST TROY - RACINE,THOMAS DRIVE TO HONEY CREEK ROAD,6.124,SE,"$250,000 - $499,999",2021/07/24 08:34:36+00,"STH 20, THOMAS DR TO HONEY CREEK RD","83,32",1,"11,28"
202365,65300170,2026 - 2027,2027,TBD,To Be Determined,To Be Determined,303,STATE HIGHWAY REHABILITATION                                               ,WIS,073,WIS 073,WAUSHARA                      ,PRINCETON - PLAINFIELD,WHITE RIVER BRIDGE TO STH 21,7.12,NC,"$2,000,000 - $2,999,999",2021/07/24 08:34:36+00,To Be Determined,"41,72",6,"14,24"
202366,80300070,2026 - 2027,2025 - 2026,COLD20,PARTIAL DEPTH CIR WITH > 2.5 INCH CAP,CONSTRUCTION/CIR/RESURFACING,303,STATE HIGHWAY REHABILITATION                                               ,WIS,046,WIS 046,POLK                          ,AMERY - MILLTOWN,USH 8 TO STH 35,11.42,NW,"$6,000,000 - $6,999,999",2021/07/24 08:34:36+00,"This project consists CIR and overlaying the existing pavement, along with all incidentals necessary.",28,7,10
202367,16610972,2023,2023,MISC  ,MISCELLANEOUS,CONS/OFFST LT TRN LNS/MONOTUBE/MISC,303,STATE HIGHWAY REHABILITATION                                               ,US,018,US 018,CRAWFORD                      ,PRAIRIE DU CHIEN - FENNIMORE,SOUTH TOWN LN/SELCH RD INTERSECTION,0.123,SW,"$250,000 - $499,999",2021/07/24 08:34:36+00,Improve intersection safety by providing off-set left turn lanes and monotube signals.,96,3,32
202369,49870278,2023,2023,BRRPL ,"BRIDGE REPLACEMENT, PRESERVATION",CONST/BRRPL,205,HIGHWAY AND LOCAL BRIDGE IMPROVEMENT ASSISTANCE                            ,LOC,STR,LOC STR,BROWN                         ,"C GREEN BAY, CHANTEL STREET        ",BEAVER DAM CREEK BRIDGE            ,0.033,NE,"$500,000 - $749,999",2021/07/24 08:34:36+00,2020-2025 Local Bridge Program. Bridge replacement in the City of Green Bay.,4,8,2
202370,85600173,2022,2022,BRRHB ,BRIDGE REHABILITATION,CONST/BRRHB/WI LEAD/COST SHARE MN,303,STATE HIGHWAY REHABILITATION                                               ,WIS,077,WIS 077,BURNETT                       ,ST CROIX RIVER - DANBURY,ST CROIX RIVER BRIDGE B-07-0006,0.03,NW,"$750,000 - $999,999",2021/07/24 08:34:36+00,"This project consists of a bridge rehabilitation, adding a concrete overlay and replacing the joints on the B-07-0006 bridge, along with all incidentals necessary.",73,7,25
202371,12040865,2023,2023,RSRF30,RESURFACING (OVERLAY >= 4 INCHES),CONSTRUCTION/RSRF30,303,STATE HIGHWAY REHABILITATION                                               ,US,018,US 018,DANE                          ,MOUNT HOREB - MADISON,TOWN HALL ROAD TO CTH PD,13.046,SW,"$17,000,000 - $19,999,999",2021/07/24 08:34:36+00,Repair the pavement.,"47,80",2,"27,16"
202372,41102872,2024,2024,MISC  ,MISCELLANEOUS,EX- DRAINAGE CORRECTION PLACEHOLDER,303,STATE HIGHWAY REHABILITATION                                               ,US,045,US 045,FOND DU LAC                   ,FOND DU LAC-OSHKOSH,SCOTT STREET-NCL,7.35,NE,"$0 - $99,999",2021/07/24 08:34:36+00,Mill and ovelay the existing asphaltic pavement,"52,53",6,18
202373,85100277,2025,2025 - 2026,COLD20,PARTIAL DEPTH CIR WITH > 2.5 INCH CAP,CONSTRUCTION/RESURFACE,303,STATE HIGHWAY REHABILITATION                                               ,WIS,013,WIS 013,BAYFIELD                      ,CORNUCOPIA - PORT WING,BARK POINT ROAD TO CTH A,7.389,NW,"$3,000,000 - $3,999,999",2021/07/24 08:34:36+00,"This project consists of CIR and overlaying the existing pavement, along with all incidentals necessary.",74,7,25
202374,10094662,2023,2023,PSRS20,PATCH/RUT FILL/REPAIR AND GRIND/SLAB REPLACE,CONSTR/PSRS20,303,STATE HIGHWAY REHABILITATION                                               ,VAR,HWY,VAR HWY,GREEN LAKE                    ,GREEN LAKE CO WIDE CULVERT RPLMT,STH 44 AND STH 73,0.115,NC,"$250,000 - $499,999",2021/07/24 08:34:36+00,Selected culverts along various highways have reached the end of service life and will be replaced.,"42,41",6,14
202377,78640372,2022,2022,PVRPLA,PAVEMENT REPLACEMENT,CONSTRUCTION/PAVEMENT REPLACEMENT,206,LOCAL TRANSPORTATION FACILITY IMPROVEMENT ASSISTANCE                       ,County,K  ,County K  ,CLARK                         ,GRANTON - LOYAL                    ,CTH H TO CHICKADEE ROAD            ,5.36,NW,"$1,000,000 - $1,999,999",2021/07/24 08:34:36+00,Pavement replacement on CTH K in Clark county.,69,7,23
202379,51630777,2022,2022,RECST ,"RECONSTRUCTION, PRESERVATION",CONST/RECONFIGURE INTERSECTN/RECST,303,STATE HIGHWAY REHABILITATION                                               ,WIS,035,WIS 035,LA CROSSE                     ,GENOA - LACROSSE,SUNNYSIDE DR TO GARNER PLACE,2.377,SW,"$7,000,000 - $7,999,999",2021/07/24 08:34:36+00,"Reconstruct US14 & STH 35 intersection; revise access points to improve safety and mobility","94,95",3,32
202380,71800075,2026 - 2027,2027,MISC  ,MISCELLANEOUS,CONSTRUCTION/CULVERT REHABILITATION,303,STATE HIGHWAY REHABILITATION                                               ,WIS,035,WIS 035,PEPIN                         ,PEPIN - HAGER CITY,DRAINAGE WAY CULVERT C-46-0007,0.062,NW,"$0 - $99,999",2021/07/24 08:34:36+00,Rehabilitate culvert C-46-0007 by paving the culvert inlet with reinforced concrete.,93,3,31
202383,15803072,2024,2024,COLD10,PARTIAL DEPTH CIR WITH <= 2.5 INCH CAP,CONST/RESURFACE,303,STATE HIGHWAY REHABILITATION                                               ,US,008,US 008,ONEIDA                        ,PRENTICE - BRADLEY,TRACY ROAD TO NORTH MCCORD ROAD,3.032,NC,"$2,000,000 - $2,999,999",2021/07/24 08:34:36+00,Replace the pavement from Tracy Road to McCord Road on USH 8 in Oneida County.,35,7,12
202385,16200372,2024,2024,RSRF10,RESURFACING (OVERLAY < 2.5 INCHES),CONSTR/RSRF10,303,STATE HIGHWAY REHABILITATION                                               ,WIS,013,WIS 013,MARATHON                      ,MARSHFIELD - ABBOTSFORD,26TH ROAD TO STH 98,4.2,NC,"$1,000,000 - $1,999,999",2021/07/24 08:34:36+00,Remove top layer of the pavement and apply a new surface.,69,7,23
202386,91100960,2022,2022,BRRHB ,BRIDGE REHABILITATION,CONST/PREV MAINT APPVL 11/3/2016,303,STATE HIGHWAY REHABILITATION                                               ,WIS,139,WIS 139,FLORENCE                      ,CAVOUR - BRULE RIVER,"NBN RR, POPPLE RVR, B-19-4,5, C-001",0.058,NC,"$750,000 - $999,999",2021/07/24 08:34:36+00,"Overlay existing bridge decks with concrete, repair deck edge and replace wing walls on culvert.",34,7,12
202387,30200089,2026 - 2027,2027,BRRHB ,BRIDGE REHABILITATION,CONST/ REPLACE DECK,303,STATE HIGHWAY REHABILITATION                                               ,WIS,028,WIS 028,DODGE                         ,HORICON - KEWASKUM,E BR ROCK R BRIDGE B-14-067,0.14,SW,"$1,000,000 - $1,999,999",2021/07/24 08:34:36+00,Bridge Rehab Deck Replacement,39,6,13
202389,16200162,2023,2023,PSRS20,PATCH/RUT FILL/REPAIR AND GRIND/SLAB REPLACE,CONSTR/PREV MAINT APPRVL 3/25/15,303,STATE HIGHWAY REHABILITATION                                               ,WIS,013,WIS 013,MARATHON                      ,MARSHFIELD - ABBOTSFORD,STH 98 TO SOUTH JUNCTION CTH N,10.24,NC,"$4,000,000 - $4,999,999",2021/07/24 08:34:36+00,Proposed to complete joint repair and repave shoulders.,69,7,23
202390,79980078,2023,2023,PVRPLA,PAVEMENT REPLACEMENT,CONST/WATER MAIN & SSN SEWER/PVRPLA,303,STATE HIGHWAY REHABILITATION                                               ,US,012,US 012,MONROE                        ,TOMAH - MAUSTON,VETERANS STREET INTERSECTION AREA,0.157,SW,"$250,000 - $499,999",2021/07/24 08:34:36+00,Pavement Replacement.,70,3,24
202391,11660581,2026 - 2027,2025 - 2026,RSRF10,RESURFACING (OVERLAY < 2.5 INCHES),CONST/RESURFACE,303,STATE HIGHWAY REHABILITATION                                               ,I-,039,I-039,MARATHON                      ,STEVENS POINT - WAUSAU,BULL JUNIOR CREEK TO BUSINESS 51,4.473,NC,"$4,000,000 - $4,999,999",2021/07/24 08:34:36+00,Resurface existing surface.,86,7,29
202393,45550371,2023,2023,MISC  ,MISCELLANEOUS,CONST/HRRRP,206,LOCAL TRANSPORTATION FACILITY IMPROVEMENT ASSISTANCE                       ,County,MM ,County MM ,BROWN                         ,"T LEDGEVIEW, CTH MM",CTH G - I43,3.09,NE,"$250,000 - $499,999",2021/07/24 08:34:36+00,"Safety adjustments on CTH MM in Brown County, such as installation of rumble strips or another warning device.",88,8,30
202394,16600273,2026 - 2027,2025 - 2026,TBD,To Be Determined,To Be Determined,303,STATE HIGHWAY REHABILITATION                                               ,US,018,US 018,CRAWFORD                      ,MARQUETTE - PRAIRIE DU CHIEN,MAIN STREET INTERSECTION,0.167,SW,"$2,000,000 - $2,999,999",2021/07/24 08:34:36+00,To Be Determined,96,3,32
202395,56400470,2023,2023,PSRS40,SHORT TERM OVERLAY (MILL AND OVERLAY),CONST/ MILL AND OVERLAY,303,STATE HIGHWAY REHABILITATION                                               ,WIS,113,WIS 113,COLUMBIA                      ,LODI - BARABOO,STH 60 TO STH 188,6.234,SW,"$2,000,000 - $2,999,999",2021/07/24 08:34:36+00,Resurfacing-Overlay Project,"42,81",6,"27,14"
